title,id,url,album,lyrics
Dos Cero Uno,930797,https://genius.com/Charly-garcia-dos-cero-uno-lyrics,"Album(id, artist, ...)","10 ContributorsDos Cero Uno Lyrics[Letra de ""Dos Cero Uno""]

[Verso 1]
Él se cansó de hacer canciones de protesta y se vendió a Fiorucci
Él se cansó de andar haciendo apuestas y se puso a estudiar
Un día se cortará el pelo, no creo que pueda dejar de fumar
Anda volado, hace un poco de base, pero no le va mal

[Verso 2]
No se alquiló ni un guardaespaldas negro, no era Lennon ni Rucci (Ni Rucci)
Se preguntó por qué sus hijos nunca lo invitaban al bar
Un día volverá a las fuentes, no creo que pueda dejar de protestar
Anda ocupado, perdió algo de fama, pero no le va mal

[Coro]
Transas, transas
Transas, transas"
Dos Edificios Dorados,1067253,https://genius.com/Charly-garcia-dos-edificios-dorados-lyrics,"Album(id, artist, ...)","4 ContributorsDos Edificios Dorados LyricsTengo que seguir
Tengo que seguir
Lo que yo empecé
Yo ya estoy cansado
Pero igual lo haré
Tengo mis fuerzas
Basada aquí
Pronto verán;
Resurrecciones en el mundo
Cuando pase aquí
Oirás mi voz
Les diré mil cosas
Del mundo de hoy
Tengo mis fuerzas
Basada aqui
Pronto verán
Resurrecciones en el mundo
Basta de mentiras
Basta de dolor
Basta de ignorantes
Dame un poquito de amor
Hey hey hey
Tengo que seguir
Lo que yo empecé...
Yo estoy cansado
Pero igual lo haré
Tengo mis fuerzas
Basada aquí
Pronto verán
Resurrecciones en el mundo...
Tengo que seguir, tengo que seguir"
Eiti Leda,4422933,https://genius.com/Charly-garcia-eiti-leda-lyrics,"Album(id, artist, ...)","1 ContributorEiti Leda Lyrics[Letra de ""Eiti Leda""]

[Verso 1]
Quiero
Verte la cara
Brillando como una esclava negra
Sonriendo con ganas, nena
Lejos, lejos de casa
No tengo nadie que me acompañe a ver la mañana
Y que me dé la inyección a tiempo
Antes que se me pudra el corazón
Y calienten estos huesos fríos, nena
Quiero verte desnuda
El día que desfilen los cuervos que han sido salvados, nena
Sola en una autopista
Que tenga infinitos carteles
Que no digan nada
Y realmente quiero que te rías
Y que digas que es un juego no más
O me mates este mediodía, nena
Entrando al cuarto

[Verso 2]
Volando bajo
La alondra ya está cerca de tu cama, nena
Quiero quedarme, no digas nada
Espera que las sombras se hayan ido nena
No ves mi capa azul
Mi pelo hasta los hombros
La luz fatal, la espada vengadora
No ves que blanco soy, no me ves
No ves que blanco soy, no me ves
Quiero quemar de a poco
Las velas de los barcos anclados
En mares helados, nena
El invierno fue malo
Y creo que olvidé mi sombra en un subterráneo
Y tus piernas cada vez más largas
Saben que no es bueno volver atrás
La ciudad se nos mea de risa, nena"
Eiti Leda - En Vivo,2240522,https://genius.com/Charly-garcia-eiti-leda-en-vivo-lyrics,,"1 ContributorEiti Leda - En Vivo LyricsQuiero verte la cara
Brillando como una esclava negra
Sonriendo con ganas
Lejos, lejos de casa
No tengo nadie que me acompañe a ver la mañana
Y que me de la inyección a tiempo
Antes que se me pudra el corazón
Y calienten estos huesos fríos, nena

La fiebre de un sábado azul
Y un domingo sin tristezas
Esquivas a tu corazón
Y destrozas tu cabeza
Y en tu voz, sólo un pálido adios
Y el reloj en tu puño marcó las 3

El sueño de un sol y de un mar
Y una vida peligrosa
Cambiando lo amargo por miel
Y la gris ciudad por rosas
Te hace bien, tanto como hace mal
Te hace odiar, tanto como querer y más

Cambiaste de tiempo y de amor
Y de música y de ideas
Cambiaste de sexo y de Dios
De color y de fronteras
Pero en sí, nada más cambiarás
Y un sensual abandono vendrá y el fin


Y llevas el caño a tu sien
Apretando bien las muelas
Y cierras los ojos y ves
Todo el mar en primavera
Bang, bang, bang
Hojas muertas que caen
Siempre igual
Los que no pueden más
Se van"
El Aguante,1142524,https://genius.com/Charly-garcia-el-aguante-lyrics,"Album(id, artist, ...)","2 ContributorsEl Aguante Lyrics[Letra de ""El Aguante""]

[Verso 1]
Este es el aguante
Hasta yo lo vi
Este es el aguante
Decimelo a mí

Este es el aguante
Consideralo
Este es el aguante
Te lo digo yo

[Estribillo]
Aguante, aguante, aguante, aguante, aguante
Aguante, aguante, aguante, aguante, aguante

[Verso 2]
Aguante Sofía
Aguantá Javier
Aguante La Quía
Aguantá también

Y si no te gusta
Te podés matar
Este es el aguante
Este es mi lugar
(¡Aguante el Aguante!)


[Estribillo]
Aguante, aguante, aguante, aguante, aguante
Aguante, aguante, aguante, aguante, aguante

[Verso 3]
Este es el aguante
Hasta yo lo ví
Este es el aguante
Decimelo a mí

Este es el aguante
Consideralo
Este es el aguante (Es)
Esto es Rock & Roll"
El Amor Espera,1038106,https://genius.com/Charly-garcia-el-amor-espera-lyrics,"Album(id, artist, ...)","3 ContributorsEl Amor Espera Lyrics[Letra de ""El Amor Espera""]

[Verso 1]
Me siento solo, lindo, joven, viejo
Triste, loco, nuevo, viejo y usado
Me siento lejos, cerca, fuera, linda, fea
Loca, fuera, vieja y usada

[Pre-coro]
Y si el teléfono no suena
En el medio de una reunión privada
Es que la cinta está cansada de escuchar
Siempre las mismas pelotudas pavadas

[Coro]
Y el amor espera

[Verso 2]
Yo me hago el muerto para ver quién me llora
Para ver quién me ha usado
Yo me hago el diablo
Porque sabe por viejo lo que aprende del diablo

[Pre-coro]
Y si el teléfono no suena
En el medio de una reunión privada
Es que la cinta está cansada de escuchar
Siempre las mismas pelotudas pavadas


[Coro]
Y el amor espera
Y ya es primavera
Y la mesa, cera
Y la vela, nada

[Interludio]
Why don't we sing this song all together
Open your mind

[Final]
Pero si resbalas y te dejas caer
Pero si tus alas no te cortan los pies
Todo el mundo sabe que no puedo vivir sin vos
Somos como peces que están fuera del mar
Fuimos tantas veces hacia el mismo lugar
Todo el mundo quiere, todo el mundo quiere olvidar

Pero si resbalas y no te caes, mi amor
Pero si tus alas no se queman al sol
Todo el mundo sabe que no puedo vivir sin vos
Somos como peces que están fuera del mar
Fuimos tantas veces hacia el mismo lugar
Todo el mundo quiere, todo el mundo quiere olvidar"
El Chico de Fin de Semana,7987588,https://genius.com/Charly-garcia-el-chico-de-fin-de-semana-lyrics,"Album(id, artist, ...)","2 ContributorsEl Chico de Fin de Semana Lyrics[Letra de ""El Chico de Fin de Semana""]

Dejo la pick up en el camino
Necesito volver
Tengo que encontrar la paz
En mi destino hoy igual que ayer

La chica que quiero yo
Me quiere un toco
Pero hoy no estoy tan bien
No está bien, no está tan mal
No la critiquen

Mira al chico solo
En el fin de semana
Sin saber que hacer

Tengo fotos de papel
En las paredes
Que no me pueden ver
No se aburrirán
De еstar colgadas
Hoy tal como ayer

La chica que quiero yo
Mе quiere un toco
Pero hoy no estoy tan bien
No esta bien, no esta tan mal
Está colgada


Mira al chico solo
En el fin de semana
Vos podrías ser el

La chica que quiero yo
Me quiere un toco
Pero hoy no estoy tan bien
No está bien, no está tan mal
No la critiquen"
El Club de los 27,7987581,https://genius.com/Charly-garcia-el-club-de-los-27-lyrics,"Album(id, artist, ...)","9 ContributorsEl Club de los 27 Lyrics[Letra de ""El Club de los 27""]

[Verso 1]
El Club de los 27 es a donde voy a estar
El Club de los 27 es a donde voy a estar
Volaré sobre este mundo traicionero y digital

[Verso 2]
Hay algo que no me cierra, algo sobrenatural
Hay algo que no me cierra, algo sobrenatural
Cristo fue crucificado por pecados de alguien más (no por los míos)

[Refrán]
Wait for it

[Verso 3]
Dios creo todo el universo y también al Ku Klux Klan
Dios creó todo el universo y también al ku Klux Klan (Ah)
Muchos pobres, pocos ricos, ellos nunca van a entrar

[Verso 4]
Voy a ver a mis amigos, Brian Jones y Kurt Cobain
Brian Jones será testigo que los Stones siguen igual (Wait for it)
Como a Lennon, a tu hijo lo van a crucificar (Wait for it)

[Refrán]
Wait for it"
El dia que apagaron la luz - en vivo,1934107,https://genius.com/Charly-garcia-el-dia-que-apagaron-la-luz-en-vivo-lyrics,,"1 ContributorEl dia que apagaron la luz - en vivo LyricsEn estos días que estan pasando
Yo sé muy bien que me estás buscando
Quieres saber lo que hicimos
El día que apagaron la luz
Con esa música que hay ahora
No entiendo por que estas tan sola
Paralizando la tierra
El día que apagaron la luz
No podes ver que ya me perteneces
Yo quiero ver casi todo lo que haces
Por eso, vida
Llegará el día en que estemos juntos
Haciendo todo para este mundo
Paralizando la tierra
El dia que apagaron la luz
No podes ver que ya me perteneces
Yo puedo ver casi todo lo que haces
Por eso, vida
Ya llegó el día en que estemos juntos
Haciendo todo a pesar del mundo
Paralizando la tierra
El día que apagarón la luz
Paralizando la tierra
El día que apagaron la luz
Paralizando la tierra
El día que apagaron la luz
El dia que apagaron la luz
El dia, el dia, el dia
El día que apagaron la luz
El día que apagaron la luz
El día que apagaron la luz
Paralizando la tierra
El día que apagaron la luz
El día, el día, el día
El día que aparon la luz"
El fantasma de Canterville,1199682,https://genius.com/Charly-garcia-el-fantasma-de-canterville-lyrics,"Album(id, artist, ...)","3 ContributorsEl fantasma de Canterville LyricsYo era un hombre bueno
Si hay alguien bueno en este lugar
Pagué todas mi deudas
Pagué mi oportunidad de amar

Sin embargo estoy tirado
Y nadie se acuerda de mí
Paso a través de la gente
Como el fantasma de Canterville

Me han ofendido mucho
Y nadie dio una explicación
Ay si pudiera matarlos
Lo haría sin ningún temor

Pero siempre fui un tonto
Que creyó en la legalidad
Ahora que estoy afuera
Ya sé lo que es la libertad

Ahora que puedo amarte, nena
Yo voy amarte de verdad
Mientras me quede aire
Calor nunca te va a faltar

Y jamas volveré a fijarme
En la cara de los demás
Esa careta idiota
Que tira y tira para atrás


He muerto muchas veces
Acribillado en la ciudad
Pero es mejor ser muerto
Que un número que viene y va

Y en mi tumba tengo memos
Y cosas que no me hacen mal
Después de muerta nena
Vos me vendrás a visitar
Después de muerta nena
Vos me vendrás a visitar"
El Karma de Vivir Al Sur,1524850,https://genius.com/Charly-garcia-el-karma-de-vivir-al-sur-lyrics,"Album(id, artist, ...)","3 ContributorsEl Karma de Vivir Al Sur Lyrics[Letra de ""El Karma de Vivir al Sur""]

[Coro]
Me vas a hacer feliz
Vas a matarme con tu forma de ser
Me vas a hacer reír
Vas a matarme con tu forma de ser

[Verso 1]
Me vas a hacer feliz
Vas a mostrarme ese lado inconcluso
Me vas a hacer reír
Vas a mostrarme lo que no puede ser

[Coro]
Me vas a hacer feliz
Vas a matarme con tu forma de ser
Me vas a hacer reír
Vas a matarme con tu forma de ser

[Verso 2]
No voy a desistir
Aunque me digan que todo es tan iluso
No voy a desistir
Aunque me digan que ya no hay nada más


[Coro]
Sentir hasta resistir
El karma de vivir al sur
Sentir hasta resistir
El karma de vivir sin luz

[Verso 3]
Yo sé que un día ya no habrá perdón
Yo sé que un día no habrá confusión
Porque si confías en mí
Todo estará siempre

[Outro]
Me vas a hacer feliz
Me vas a hacer feliz
Me vas a hacer feliz
Me vas a hacer feliz"
Ella Adivinó,1632312,https://genius.com/Charly-garcia-ella-adivino-lyrics,"Album(id, artist, ...)","2 ContributorsElla Adivinó Lyrics[Letra de ""Ella Adivinó""]

[Intro]
Ella adivinó
Ella adivinó, ella adivinó

[Verso 1]
Ella adivinó todo lo que yo estaba pensando
Ella adivinó, ella sólo, sólo adivinó
Ella adivinó todo lo que me estaba pasando
Ella adivinó, ella sólo, sólo adivinó

[Coro 1]
Con un juego, una canción
Cambiaste este pequeño amor bajo el sol

[Verso 2]
¿Cuánto tiempo más yo te seguiré esperando?
¿Cuánto tiempo más dime sólo cuánto tiempo más?
¿Cuánto tiempo más seguirá mi corazón sangrando?
¿Cuánto tiempo más dime sólo cuánto tiempo más?

[Coro 2]
Como un perro en la prisión
Recuerdo este pequeño amor bajo el sol


[Solo]
(Aaah-aaah-aaah
Aaah-aaah-aaah
Aaah-aaah-aaah)

[Outro Instrumental]"
Ella Es Bailarina,1713403,https://genius.com/Charly-garcia-ella-es-bailarina-lyrics,"Album(id, artist, ...)","5 ContributorsElla Es Bailarina Lyrics[Letra de ""Ella es Bailarina""]

[Coro 1]
Ella es bailarina, ella es bailarina
Y sabe todo lo que debe saber
Pero todavía hay algo que no pudo hacer

Es un buen maestro, es un buen maestro
Y sabe todo lo que debe saber
Pero todavía hay algo que no pudo aprender

[Verso 1]
Ella se saca la estola de visón
Y el soutien dorado, y el soutien dorado
Él pone fuego en el calefón
Y juntos se bañan los dos

[Coro 2]
Es un policía, es un policía
Y siempre cumple con su justo deber
Pero todavía hay algo que no pudo hacer (Pero hay algo que no pudo hacer; que no pudo hacer, eh)

[Solo]

[Verso 2]
Cuando el maestro debe ir a estudiar
Llega el azulado, llega el azulado
Deja la guardia en la seccional
Tan solo para verla bailar


[Coro 3]
Es un sacerdote, es un sacerdote
Y siempre cumple con su santo deber
En un club nocturno reventado los casó a los tres (Los casó a los tres)

[Post-Coro]
En un club nocturno reventado
Los casó a los tres
En un club nocturno reventado
Los casó a los tres (Los casó a los tres)

[Outro Instrumental]"
Ella Es Tan Kubrick,3818232,https://genius.com/Charly-garcia-ella-es-tan-kubrick-lyrics,"Album(id, artist, ...)","4 ContributorsElla Es Tan Kubrick Lyrics[Letra de ""Ella Es Tan Kubrick""]

[Coro]
Ella es tan chica, tan drogadicta
Ella no sabe mucho más qué hacer
Tiene un cuaderno, un diario eterno
Bien escondido dentro de su piel

Ella es tan Kubrick, si la descubren
Sería una estrella de primer nivel
Pero su madre junto a su padre
Seguro todo lo echan a perder

[Verso 1]
Ella es Lolita, es Nicole Kidman
Full metal jacket de un rincón burdel
Es esquizoide, no es celuloide
(No es resplandor), ni siquiera un hotel
Pero su madre, junto a su padre
No ven la artista que se va a perder

[Verso 2]
Yo la ví un día transportando un vinilo
Me hizo acordar un poco a Fabi Cantilo
Me sorprendió que me haya reconocido
Sopló mi rostro, y juro que me pegó


[Solo]

[Coro]
Ella es tan chica, tan drogadicta
Ella no sabe mucho más qué hacer
Ella es tan Kubrick, si la descubren
Sería una estrella de primer nivel"
El mendigo en el andén,4422953,https://genius.com/Charly-garcia-el-mendigo-en-el-anden-lyrics,"Album(id, artist, ...)","1 ContributorEl mendigo en el andén Lyrics[Letra de ""El mendigo en el andén""]

[Verso 1]
Serpentina de carnaval
Cuando los días buenos pasen
En qué esquina me encontrarás?
Cómo sabrás qué es lo que quiero?
Si suave es tu corazón
Ya no volverás aquí
Yo se queme quieres
Está bien
Yo seré siempre

[Verso 2]
El mendigo en el andén
De un pueblo fantasma
Donde nunca pasa el tren
Yo te veía caminar
Dentro de mi cárcel de cristal
Yo se que puedes sacarme
Si así fue, seguro así será
Yo se que puedes sacarme"
El Peso,8629699,https://genius.com/Charly-garcia-el-peso-lyrics,"Album(id, artist, ...)","3 ContributorsEl Peso Lyrics[Letra de ""El Peso""]

Yo nací en Jerusalén
Tenia un feeling
Que no podía ser
Necesitaba un lugar
A donde estirar los pies

Cuando miro a un extranjero
Le pregunto que sitio es este
El me miró y simplemente
Me dijo que ya me tenia que ir

Saquen este peso, sáquenlo de aquí
Saquen este peso
El peso que pusieron en mi
El peso

Cuarеnta y siete botellas
Ocupan mucho lugar
Si mе pidieron ayuda
Como me voy a negar

Mientras tanto las mujeres
Que consiguieron salvarse
Aceptaron su destino
Y se largaron a llorar


Saquen este peso, sáquenlo de aquí
Saquen este peso
El peso que pusieron en mi
El peso

Saquen este peso, sáquenlo de aquí
Saquen este peso
El peso que pusieron en mi
El peso

En el centro de la tierra
Existe una contradicción
Que tiene muchos adictos
Es parte de la religión

Creo en la Virgen María
Y en María Magdalena
Y en el Espíritu Santo
Que es como un humito nomás

Saquen este peso, sáquenlo de aquí
Saquen este peso
El peso que pusieron en mi
El peso, el peso"
El Show De Los Muertos,1062327,https://genius.com/Charly-garcia-el-show-de-los-muertos-lyrics,,"2 ContributorsEl Show De Los Muertos LyricsTengo los muertos todos aquí
Quién quiere que se los muestre?
Unos sin cara, otros de pie
Todos muertos para siempre
Elija usted en cuál de todas ellas
Se puso a pensar
Tengo los llantos todos aquí
Cómo una llovizna fría
Cuál es la mueca que él le dirá
La de su inspector, la mía
Elija usted en cuál de éstas muertes se puso a llorar
Yo crecí con sonrisas de casa
Cielos claros y verde el jardín
Y qué estoy haciendo
Acá en esta calle con hambre
Cuáantas veces tendré que morir para ser siempre yo?
Y no es el que duerme tranquilo
Y el que me asesina sin saber
Y ríe en su casa
Con el cuerpo limpio de muerte
En su espalda
Bailen las viudas
Vuelen los negros del infinito
Caigan las manzanas aquí
Que las otras se han 
Algo anda mal señor
Qué es eso rojo en su pantalón?"
Encuentro Con El Diablo,876208,https://genius.com/Charly-garcia-encuentro-con-el-diablo-lyrics,"Album(id, artist, ...)","2 ContributorsEncuentro Con El Diablo Lyrics[Letra de ""Encuentro Con El Diablo""]

[Verso 1]
Nunca pensé encontrarme con el diablo
Tan vivo y sano como vos y yo
Tenía la risa que le dan los años
Y la confianza que le da el temor

[Interludio]

[Verso 2]
Nunca pensé encontrarme con el sabio
Que me analiza como una ecuación
Quien me da una respuesta de mis labios
Mientras yo estoy cantando esta canción

[Coro]
Yo sólo soy un pedazo de tierra
No me pregunte señor, por favor
Yo sólo soy uno mas en la tierra
Soy uno mas bajo el sol

[Verso 3]
Nunca pensé encontrarme con el jefe
En su oficina de tan buen humor
Pidiéndome que diga lo que pienso
Qué pienso yo de nuestra situación


[Coro]
Yo sólo soy un pedazo de tierra
No me confunda señor, por favor
Yo sólo soy uno mas en la tierra
Yo sólo soy uno mas bajo el sol

[Outro]
Que tensión que hay en el ambiente
Cuando tu pensarás como yo
Si las papas están calientes
Por qué tengo que ser yo"
En La Ruta Del Tentempié,1417362,https://genius.com/Charly-garcia-en-la-ruta-del-tentempie-lyrics,,"2 ContributorsEn La Ruta Del Tentempié LyricsExtasis
Todo el tiempo vivo en éxtasis
Una forma de amor
Un remedio de ser feliz
Es para mí
Todo el tiempo vivo en éxtasis
Un misterio de amor
Una forma de ser feliz
Nunca me animé a decirte nada
Nunca me animé a mostrar mi amor
Nunca penetré en tu mirada
Extasis
Todo el mundo quiere éxtasis
Un misterio de amor
Una forma de ser feliz
Resiste, yo se que existe amor en tu piel
Resiste, yo se que existe amor en tu piel
Y no voy a esperar
Y no voy a correr
Y no voy a ganar
Y no voy a perder
Soy un típico ser en la ruta del tentempié"
Estaba en Llamas Cuando me Acosté,1687200,https://genius.com/Charly-garcia-estaba-en-llamas-cuando-me-acoste-lyrics,"Album(id, artist, ...)","4 ContributorsEstaba en Llamas Cuando me Acosté Lyrics[Letra de ""Estaba en Llamas Cuando me Acosté""]

[Intro: Periodista, Charly]
La noticia apareció en un periódico sensacionalista, decía simplemente que se había producido un incendio
Después de llegar los bomberos, la policía, la prensa, rescatar al hombre, apagar el fuego, le hicieron la pregunta obvia: (obvia, obvia) ¿Cómo se inició el incendio?
No sé
(No sé) ¡No sé!
No sé, no sé

[Coro]
Estaba en llamas cuando me acosté
Estaba en llamas
Estaba en llamas cuando me acosté, ¡ah!

[Verso 1]
Ni siquiera puedo entender
Lo que hago a veces, nena
Pero sé que tú podrías
Entenderme a mí, estaba en llamas

[Puente: Charly, Chica]
Había dos obreros, uno se quejaba de la comida, ¿quién te hace la comida?
Yo

[Verso 2]
Sé que es poco pero podrías entender
Que vine aquí en una misión
Quiero curar, pero mis manos
Sólo tocan amor


[Puente: Charly, Chica]
Después de apagar el incendio y rescatar al hombre le hicieron la pregunta obvia (Obvia) (Obvia) (Estaba en llamas cuando me acosté con vos)

[Coro]
En mi ser (Yo no sabia-)
Estaba en llamas cuando me acosté (Estaba en llamas)
Llamas (Estaba en llamas)
Llamas (Cuando me acosté)

[Puente: Chica, Charly]
La gente que tiene camas en llamas se acuesta con gente que también tienen sus camas en llamas (Yo se que estaba en llamas)
Pero si nos quisiéramos un poco más
No jugaríamos tanto (No jugaríamos tanto)

[Verso 3]
(Estaba en llamas) Yo no sabía pero me acosté
No lo sabía
Yo no sabía pero me acosté (Estaba en llamas)
Yo no sabia
(¡Porque, porque, porque, porque llamas!)

[Coro]
Estaba en llamas cuando me acosté
Estaba en llamas, estaba en llamas
(Estaba en llamas cuando me acosté)
(Estaba en llamas, estaba en llamas)


(Porque estaba) Estaba en llamas cuando me acosté
(En llamas) Estaba en llamas
Yo no sabía (No lo sabía)

[Puente: Chica, Charly]
Ya lo dijo Dios a los primeros habitantes de este planeta: ""No coman de esa fruta, les traerá problemas"" (No coman de esa fruta, les va a traer problemas)
Querida, el resto, ya lo sabemos de esto se trata Say No-
¡Say No More!
¡Say No More!

[Coro]
No digas nada (Nada)
(Nada) Estaba en llamas
Estaba en llamas cuando me acosté, ¡yeah!

[Outro: Periodista, Charly]
Volviendo al tema del hombre de la cama en llamas. ¿Tenía algún problema?
¿Estaba loco?
¿Borracho tal vez? (No lo sabía) No lo sabemos
Estaba en llamas cuando me acosté
(Say No More)"
Estrellas al Caer,10736236,https://genius.com/Charly-garcia-estrellas-al-caer-lyrics,"Album(id, artist, ...)","13 ContributorsEstrellas al Caer Lyrics[Letra de ""Estrellas al Caer""]

[Coro]
Si puedes recoger estrellas al caer
Verás que el día siguiente es tuyo
La quinta dimensión, el plato volador
Que te mostraban con orgullo

[Verso 1]
Y cada amanecer, estrellas al caer
Verás que el universo es tuyo
La pena sideral nunca te va a dejar
Verás que es imposible
Verás que es imposible perder

[Verso 2]
Y era fácil fantasеar, discurrir
Ayudar a que todos sientan
La canción, el amor, la ilusión quе no estuvo muerta

[Coro]
Si puedes recoger estrellas al caer
Verás que es imposible
Verás que es imposible perder

[Interludio]
Wait for it


[Coro]
Si puedes recoger estrellas al caer
Verás que es imposible
Verás que es imposible perder"
Eti leda,7732267,https://genius.com/Charly-garcia-eti-leda-lyrics,,"1 ContributorEti leda LyricsQuiero verte la cara
Brillando como una esclava negra
Sonriendo con ganas
Lejos, lejos de casa
No tengo nadie que me acompañe
A ver la mañana
Ni que me dé la inyección a tiempo
Antes que se me pudra el corazón
Ni caliente estos huesos fríos, nena
Quiero verte desnuda
El día que desfilen los cuerpos
Que han sido salvados, nena
Sobre alguna autopista
Que tenga infinitos carteles
Que no digan nada
Y realmente quiero que te rías
Y que digas que es un juego nomás
O me mates este mediodía, nena
Entrando al cuarto, volando bajo
La alondra ya está cerca de tu cama, nena
Quiero quedarme, no digas nada
Espera que las sombras se hayan ido, nena
¿No ves mi capa azul
Mi pelo hasta los hombros
La luz fatal
La espada vengadora?
¿No ves que blanco soy, no ves?
¿No ves que blanco soy, no ves?
Quiero quemar de a poco
Las velas de los barcos anclados
En mares helados, nena
Este invierno fue malo
Y creo que olvidé mi sombra
En un subterráneo
Y tus piernas cada vez más largas
Saben que no puedo volver atrás
La ciudad se nos mea de risa, nena"
Fanky,941729,https://genius.com/Charly-garcia-fanky-lyrics,"Album(id, artist, ...)","7 ContributorsFanky Lyrics[Letra de ""Fanky""]

[Coro]
No voy a parar, yo no tengo dudas
No voy a bajar, déjalo que suba
Por eso no quiero parar, ya no tengo dudas
No voy a bajar, déjalo que suba

[Refrán]
Gozar es tan parecido al amor
Gozar es tan diferente al dolor

[Verso 1]
Él cambió una dirección
Otra oportunidad merece alguna decisión
(Uh-uh-uh-uh; ¡basta!)

[Coro]
No voy a parar, yo no tengo dudas
No voy a bajar, déjalo que suba

[Refrán]
Gozar es tan parecido al amor
Gozar es tan diferente a matar

[Verso 2]
Cuando pienso en el fin
Cuando pienso en todo lo que dí
Cuando sueño el final
Cuando sueño que todo va a acabar


[Refrán]
Gozar es tan necesario, mi amor
Gozar es tan diferente al dolor"
Fanky - Live,1986624,https://genius.com/Charly-garcia-fanky-live-lyrics,"Album(id, artist, ...)","2 ContributorsFanky - Live Lyrics[Letra de ""Fanky - Live""]

[Intro]
(Hello!)

[Verso 1: Charly García; María Gabriela Epumer; Ambos]
No voy a parar, ya no tengo dudas
No voy a bajar, déjalo que suba
Por eso, no pienso parar, ya no tengo dudas
No voy a bajar, déjalo que suba

[Coro: García; Epumer; Ambos]
Gozar es tan parecido al amor (Y más barato)
Gozar es tan diferente al dolor

[Verso 2: García; Epumer; Ambos]
Él cambió una dirección
Otra oportunidad merece alguna decisión
(Uh-uh-uh-uhh-ah, uh; ¡basta!)
No voy a parar, yo no tengo dudas
No voy a cambiar, déjala que suba

[Coro: Ambos]
Gozar es tan parecido al amor
Gozar es tan diferente a matar


[Verso 3: García]
Cuando pienso en el fin
Cuando pienso en todo lo que dí
Cuando miro el final
Cuando sueño que todo va a acabar

[Coro: García; Epumer; Ambos]
Gozar es tan necesario, mi amor
Gozá

[Puente Instrumental]"
Fanky - live2,1983095,https://genius.com/Charly-garcia-fanky-live2-lyrics,,"2 ContributorsFanky - live2 LyricsNo voy a parar
Yo no tengo dudas
No voy a bajar
Déjalo que suba
Por eso no quiero parar
Ya no tengo dudas
No voy a bajar
Déjalo que suba
Gozar, es tan parecido al amor
Gozar es tan diferente al amor
El cambió una dirección
Otra oportunidad merece alguna decisión
Basta!
No voy a parar
Yo no tengo dudas
No voy a bajar
Déjalo que suba
Gozar es tan parecido al amor
Gozar es tan diferente a matar
Cuando pienso en el fin
Cuando pienso en todo lo que dí
Cuando miro el final
Cuando sueño que todo va a acabar
Gozar es tan necesario, mi amor
Gozar es tan diferente al amor"
Fantasy,962767,https://genius.com/Charly-garcia-fantasy-lyrics,"Album(id, artist, ...)","4 ContributorsFantasy Lyrics[Letra de ""Fantasy""]

[Verso 1]
Siempre que salgo tengo al lado un monitor
Y no se quién está aquí
Alguien me llama por el maldito amor
Y no sé quién está aquí

No conozco a nadie
Y todos saben de mí
Pero es así
Porque siempre estoy en Fantasy

[Verso 2]
Cuando estoy sólo ya no sé por quien vivir
Porque nunca estás aquí
Ya mis pies congelados llegan hasta mí
Porque nunca estás aquí

No sabes de nada
Y todos hablan de ti
Pero es así
Porque siempre estás en Fantasy

[Coro]
Fantasy es un lugar
Del que nadie puede regresar
Del que nadie puede regresar
Fantasy es ilusión
Porque nunca hay nadie alrededor
Porque nunca hay nadie alrededor


[Solo]

[Puente]
No conozco a nadie
Quisiera verte a ti
Pero es así
Porque siempre estás-

[Coro]
Fantasy es un lugar
Del que nadie puede regresar
Del que nadie puede regresar
Fantasy es ilusión
Porque nunca hay nadie alrededor
Porque nunca hay nadie alrededor"
Fantasy - en vivo,1932543,https://genius.com/Charly-garcia-fantasy-en-vivo-lyrics,,"1 ContributorFantasy - en vivo LyricsSiempre que salgo tengo al lado un monitor
Y no se quién está aquí
Alguien me llama por el maldito amor
Y no sé quién está aquí
No conozco a nadie
Y todos saben de mí
Pero es así
Porque siempre estoy en fantasy
Cuando estoy sólo ya no se por quien vivir
Porque nunca estás aquí
Ya mis pies congelados llegan hasta mí
Porque nunca estás aquí
No sabes de nada
Y todos hablan de ti
Pero es así
Porque siempre estás en fantasy
Fantasy es un lugar
Del que nadie puede regresar
Del que nadie puede regresar
Fantasy es ilusión
Porque nunca hay nadie alrededor
Porque nunca hay nadie alrededor
No conozco a nadie
Quisiera verte a ti
Pero es así
Porque siempre estás
Fantasy es un lugar
Del que nadie puede regresar
Del que nadie puede regresar
Fantasy es ilusión
Porque nunca hay nadie alrededor
Porque nunca hay nadie alrededor
No conozco a nadie
Quisiera verte a ti
Pero es así
Porque siempre estás"
